track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable
Thói Quen	Baby With You - EP	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2022-10-14	213167.0	30.0	False	True
Chị Ngả Em Nâng	Dramatic	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-11-21	225600.0	20.0	False	True
Em Có Nhớ Anh Không ?	Em Có Nhớ Anh Không ?	Hiya	['v-pop']	2023-11-05	272538.0	47.0	False	True
SÀI GÒN CÓ EM (feat. Blacka)	Rap Việt Season 2 - Tập 2	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-10-25	145428.0	25.0	False	True
Cứu Lấy Âm Nhạc	Cứu Lấy Âm Nhạc	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2025-01-16	183479.0	48.0	False	True
Dành Cho Em	Hoàng Tôn: The Hits Collection	Hoàng Tôn	['v-pop', 'vietnamese hip hop', 'vinahouse']	2015-01-01	238773.0	50.0	False	True
Nhường Lại Em (feat. Phúc Du)	Một Vạn Năm	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	214333.0	33.0	False	True
Love Me	Love Me	RealestK	[]	2022-02-18	207546.0	58.0	False	True
Hugs & Kisses	AMORTAGE	JISOO	['k-pop']	2025-02-14	189826.0	70.0	False	True
La La La	Hotel Cabana (Deluxe Version)	Naughty Boy	[]	2013-01-01	222200.0	78.0	False	True
Patient	Voicenotes	Charlie Puth	['soft pop', 'pop']	2018-05-11	190533.0	50.0	False	True
SLOW DANCING IN THE DARK	BALLADS 1	Joji	[]	2018-10-26	209273.0	76.0	True	True
FOREVER 1	FOREVER 1 - The 7th Album	Girls' Generation	['k-pop']	2022-08-05	202533.0	55.0	False	True
Chúng Ta Không Thuộc Về Nhau - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	247594.0	25.0	False	True
All Night (BTS World Original Soundtrack) (Pt. 3)	All Night (BTS World Original Soundtrack) (Pt. 3)	BTS	['k-pop']	2019-06-21	216873.0	56.0	False	True
I Was Never There	My Dear Melancholy,	The Weeknd	[]	2018-03-30	241066.0	79.0	False	True
Nhà Văn Vở (feat. SMO & Hoàng Tôn)	Rap Việt Mùa 3 (2023) - Tập 14	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-27	228572.0	23.0	False	True
Like I Do	Like I Do	David Guetta	['edm', 'dance']	2018-02-22	202500.0	57.0	False	True
Mercy	Illuminate (Deluxe)	Shawn Mendes	['pop']	2017-04-20	208733.0	76.0	False	True
Miễn Chê (feat. BigDaddy & Tez)	Rap Việt Mùa 3 (2023) - Tập 16	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-10	214465.0	27.0	False	True
Easier	CALM	5 Seconds of Summer	[]	2020-03-27	158098.0	63.0	False	True
One Thing Right	One Thing Right	Marshmello	['edm']	2019-06-21	181823.0	70.0	False	True
Thanh	Thanh	Thịnh Suy	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2021-04-28	162000.0	28.0	False	True
Karma	Midnights	Taylor Swift	[]	2022-10-21	204852.0	72.0	True	True
i wonder... (with Jung Kook of BTS)	HOPE ON THE STREET VOL.1	j-hope	['k-pop', 'k-rap']	2024-03-29	163598.0	67.0	False	True
POP/STARS	POP/STARS	K/DA	['k-pop']	2018-11-03	191100.0	64.0	False	True
Skit: Soulmate	Skool Luv Affair	BTS	['k-pop']	2014-02-12	92791.0	44.0	False	True
quý cô say xỉn (secret sunday)	CITOPIA	Phùng Khánh Linh	['v-pop', 'vietnam indie', 'city pop']	2022-11-11	202241.0	28.0	False	True
Akuma no Ko	Akuma no Ko	Ai Higuchi	['anime', 'j-pop']	2022-01-10	227679.0	60.0	False	True
God's Plan	Scorpion	Drake	['rap', 'hip hop']	2018-06-29	198973.0	79.0	True	True
All of Me	Love In The Future (Expanded Edition)	John Legend	['soft pop', 'neo soul']	2013-08-30	269560.0	82.0	False	True
tình wá akk	tình wá akk	2pillz	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']	2023-08-10	180394.0	24.0	False	True
Lost Cause	Happier Than Ever	Billie Eilish	[]	2021-07-30	212496.0	67.0	True	True
Leyla	Leyla	Mesto	['future house', 'edm']	2019-02-22	181810.0	36.0	False	True
Đừng Chờ Anh Nữa	Đừng Chờ Anh Nữa	Tăng Phúc	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2020-01-01	225132.0	36.0	False	True
Easy	Easy	Camila Cabello	['pop']	2019-10-11	194686.0	48.0	False	True
Say Bye! (feat. Pháp Kiều & Dương Hoàng Yến)	Rap Việt Mùa 3 (2023) - Tập 14	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-27	203085.0	26.0	False	True
Better Days (NEIKED x Mae Muller x Polo G)	Better Days (NEIKED x Mae Muller x Polo G)	NEIKED	[]	2021-09-24	160656.0	66.0	False	True
Nobody's Love	JORDI (Deluxe)	Maroon 5	['pop']	2021-06-11	211253.0	58.0	False	True
Có Nhiều Cái Khó Nói (feat. Liu Grace)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	218555.0	26.0	False	True
Muộn Màng Là Từ Lúc	Tâm 9	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2017-12-06	235093.0	44.0	False	True
Ooh Just You	Ooh Just You	Lê Thiện Hiếu	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2020-11-24	195200.0	33.0	False	True
Bam Bam (feat. Ed Sheeran)	Familia	Camila Cabello	['pop']	2022-04-07	206070.0	65.0	False	True
Sinh Nhật Của Xinh Nhất	Nội Dung Nhạy Cảm - Part 1	24k.Right	['vietnamese hip hop', 'v-pop']	2023-11-08	180000.0	38.0	True	True
Black Mamba	Girls - The 2nd Mini Album	aespa	['k-pop']	2022-07-08	174933.0	62.0	False	True
Việt Nam Muôn Đời (feat. Thai VG, Liu Grace & Mikelodic)	Rap Việt Mùa 3 (2023) - Tập 16	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-10	243902.0	31.0	False	True
Khum Hề Giả Trân (feat. gung0cay)	Rap Việt Mùa 3 (2023) - Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-20	210000.0	27.0	False	True
These Days (feat. Jess Glynne, Macklemore & Dan Caplen)	Toast to Our Differences (Deluxe Edition)	Rudimental	[]	2019-01-25	211760.0	66.0	False	True
But Daddy I Love Him	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	340428.0	69.0	True	True
I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)	I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)	benny blanco	[]	2019-02-28	158027.0	57.0	False	True
Cơn Mưa Rào	Minh Tinh	Văn Mai Hương	['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']	2023-10-24	225000.0	34.0	False	True
Tiếp Đất	Tiếp Đất	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-07-20	195860.0	34.0	False	True
Mặc Sự Đời! (feat. Tlinh)	Rap Việt Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-10-25	196333.0	21.0	False	True
I'm Not The Only One	In The Lonely Hour	Sam Smith	['soft pop']	2014-05-26	239316.0	80.0	False	True
XOXO	XOXO	JEON SOMI	['k-pop']	2021-10-29	207650.0	52.0	False	True
Thở	Thở	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2021-04-08	228050.0	33.0	False	True
Follow You	Mercury - Acts 1 & 2	Imagine Dragons	[]	2022-07-01	175643.0	66.0	False	True
Mặt Trời Khóc	Mặt Trời Khóc	Emcee L (Da LAB)	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']	2022-07-15	226682.0	19.0	False	True
Nép Vào Anh Và Nghe Anh Hát	Nép Vào Anh Và Nghe Anh Hát	Hoàng Dũng	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2018-12-12	263533.0	31.0	False	True
As I Am (feat. Khalid)	Justice	Justin Bieber	[]	2021-03-19	174406.0	57.0	False	True
Lạc Trôi - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	293890.0	23.0	False	True
Adios	HUSH	EVERGLOW	['k-pop']	2019-08-19	189146.0	53.0	False	True
Vẫn	Vẫn	24k.Right	['vietnamese hip hop', 'v-pop']	2023-09-09	238344.0	37.0	True	True
Rewrite The Stars (with James Arthur & Anne-Marie)	Rewrite The Stars (with James Arthur & Anne-Marie)	James Arthur	['soft pop']	2018-10-25	218293.0	75.0	False	True
breathin	Sweetener	Ariana Grande	['pop']	2018-08-17	198160.0	66.0	True	True
Walk On Da Street	Walk On The Street	16 Typh	['vietnamese hip hop', 'v-pop', 'vinahouse']	2021-04-06	179777.0	23.0	False	True
Soju Love	Soju Love	Obito	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2022-03-08	191000.0	36.0	False	True
Ngày Mai Người Ta Lấy Chồng	Ngày Mai Người Ta Lấy Chồng	Thành Đạt	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2023-05-12	361818.0	41.0	False	True
Sugar Rush Ride	The Name Chapter: TEMPTATION	TOMORROW X TOGETHER	['k-pop']	2023-01-27	186570.0	65.0	False	True
Cơn Mơ Băng Giá	Cơn Mơ Băng Giá	Bằng Kiều	['vietnamese bolero', 'v-pop', 'bolero']	2020-06-29	280016.0	38.0	False	True
Nếu Ngày Mai Không Đến	Nếu Ngày Mai Không Đến	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2019-03-22	330967.0	34.0	False	True
Lemonade (feat. NAV)	B4 The Storm	Internet Money	[]	2020-08-28	195428.0	73.0	True	True
Ai Cũng Có Thể Là Quán Quân (feat. Dick & Bùi Công Nam)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	239057.0	27.0	False	True
Em Của Ngày Hôm Qua - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	246241.0	23.0	False	True
Please Me	Please Me	Cardi B	[]	2019-02-15	200889.0	74.0	True	True
Khóc Ở Trong Club	Khóc Ở Trong Club	Hiền Hồ	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']	2023-08-14	197073.0	31.0	False	True
Sweet Nothing	Midnights	Taylor Swift	[]	2022-10-21	188496.0	64.0	False	True
Take My Breath	Dawn FM	The Weeknd	[]	2022-01-06	339023.0	66.0	False	True
Try Again	Try Again - SM STATION	JAEHYUN	[]	2017-11-24	178233.0	66.0	False	True
vaicaunoicokhiennguoithaydoi - Acoustic	Hương Mùa Hè EP.01	GREY D	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-07-03	222068.0	43.0	False	True
Beautiful Monster	KOSMIK	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2022-10-31	235354.0	31.0	False	True
Thành Thật (feat. Thành Draw)	Rap Việt Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-11-08	187200.0	23.0	False	True
Florida!!! (feat. Florence + The Machine)	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	215463.0	68.0	True	True
HOT	SEVENTEEN 4th Album 'Face the Sun'	SEVENTEEN	['k-pop']	2022-05-27	197586.0	66.0	False	True
Bỏ Em Vào Balo (Lofi Ver.)	Bỏ Em Vào Balo (Lofi Ver.)	Tân Trần	['vietnamese lo-fi', 'vinahouse', 'v-pop', 'vietnam indie', 'lo-fi']	2021-07-11	186885.0	35.0	False	True
JIKJIN	THE SECOND STEP : CHAPTER ONE	TREASURE	['k-pop']	2022-02-15	184117.0	58.0	False	True
Labyrinth	Midnights	Taylor Swift	[]	2022-10-21	247962.0	67.0	False	True
Daisies	Daisies	Katy Perry	['pop']	2020-05-15	173123.0	51.0	False	True
Diamonds	Love Goes	Sam Smith	['soft pop']	2020-10-30	213869.0	62.0	False	True
Mẹ Biết Mẹ Buồn (feat. Ogenus)	Rap Việt Mùa 3 (2023) - Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-20	240000.0	23.0	False	True
Small Talk	Small Talk	Katy Perry	['pop']	2019-08-09	161962.0	46.0	False	True
Everything I Need - Film Version	Aquaman (Original Motion Picture Soundtrack) [Deluxe Edition]	Skylar Grey	[]	2019-07-19	196234.0	44.0	False	True
Buồn Không Thể Buông	Buồn Không Thể Buông	Trung Quân	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-30	255146.0	29.0	False	True
You’re Losing Me (From The Vault)	You're Losing Me (From The Vault)	Taylor Swift	[]	2023-11-29	277831.0	72.0	False	True
Kéo Em Về Làm Vợ (feat. Double2T)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	200888.0	24.0	False	True
Không Cần Phải Nói Nhiều	Không Cần Phải Nói Nhiều	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2022-05-10	246271.0	33.0	False	True
Oh my god	I trust	(G)I-DLE	['k-pop']	2020-04-06	195866.0	60.0	False	True
nằm ngủ emru	nằm ngủ emru	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2021-10-21	254705.0	17.0	False	True
Before You Go	Divinely Uninspired To A Hellish Extent (Extended Edition)	Lewis Capaldi	['soft pop']	2019-11-22	215106.0	78.0	False	True
Giấc Mơ		YanBi						
Không Thích	Không Thích	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2022-03-30	216373.0	41.0	False	True
Not Like Us	Not Like Us	Kendrick Lamar	['hip hop', 'west coast hip hop']	2024-05-04	274192.0	92.0	True	True
Lost Control	Different World	Alan Walker	[]	2018-12-14	222320.0	58.0	False	True
Outro: Tear	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	284980.0	55.0	False	True
06 Quen Lắm	Suýt 2	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2024-08-30	247784.0	39.0	False	True
04 Thắp Hương 05 Hoá Vàng	Suýt 1	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2024-02-23	228705.0	37.0	False	True
Trao	Chiều Hôm Ấy Anh Thấy Màu Đỏ	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2022-12-08	191937.0	33.0	False	True
Last Hurrah	Last Hurrah	Bebe Rexha	[]	2019-02-15	150333.0	52.0	False	True
TEARS	AMORTAGE	JISOO	['k-pop']	2025-02-14	182221.0	70.0	False	True
Don't Leave Me Alone (feat. Anne-Marie)	Don't Leave Me Alone (feat. Anne-Marie)	David Guetta	['edm', 'dance']	2018-07-26	183750.0	49.0	False	True
Merry Christmas	Merry Christmas	Ed Sheeran	['soft pop']	2021-12-03	208546.0	64.0	False	True
Nothing	To Let A Good Thing Die	Bruno Major	[]	2020-06-05	162797.0	70.0	False	True
Chương Hai Của Tương Lai	Chương 2 Của Tương Lai	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2021-01-08	243000.0	26.0	False	True
High On Life (feat. Bonn)	High On Life (feat. Bonn)	Martin Garrix	['edm', 'electronica', 'progressive house']	2018-07-29	230761.0	65.0	False	True
Bất Chấp	Bất Chấp	WHEE!	['vietnam indie', 'v-pop', 'vietnamese lo-fi']	2023-07-28	184297.0	36.0	False	True
1/2	A Fence	Lee À	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2023-10-08	240000.0	52.0	False	True
NDA	Happier Than Ever	Billie Eilish	[]	2021-07-30	195776.0	73.0	True	True
Earth	Earth	Lil Dicky	[]	2019-04-18	281500.0	54.0	True	True
CRY FOR ME	CRY FOR ME	TWICE	['k-pop']	2020-12-18	204167.0	61.0	False	True
Harleys In Hawaii	Smile	Katy Perry	['pop']	2020-08-28	185480.0	68.0	False	True
Danger	Dark & Wild	BTS	['k-pop']	2014-08-20	245140.0	61.0	False	True
Nhạc Cho Mẹ (feat. Mikelodic)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	199385.0	26.0	False	True
What do you think?	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	182171.0	54.0	True	True
Bad Boy	The Perfect Red Velvet - The 2nd Album Repackage	Red Velvet	['k-pop']	2018-01-29	210817.0	63.0	False	True
24h	24h	Lyly	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2020-10-28	257000.0	50.0	False	True
Bloody Mary	Born This Way (International Special Edition Version)	Lady Gaga	['art pop', 'pop']	2011-05-23	244760.0	71.0	False	True
Nắng Thủy Tinh	Nắng Thủy Tinh	Avin Lu	['v-pop', 'vietnam indie']	2022-02-28	147368.0	28.0	False	True
Tìm Lại Bầu Trời	Tìm Lại Bầu Trời, Vol. 10	Tuấn Hưng	['v-pop', 'vietnamese bolero', 'vinahouse']	2012-05-12	328773.0	41.0	False	True
Vị Nhà	Vị Nhà	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2025-01-15	298728.0	50.0	False	True
Love Maze	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	221529.0	62.0	False	True
Nếu Có Một Ngày - Original Soundtrack	Gai Gia Lam Chieu 2 - The Cougar Queen (Original Motion Picture Soundtrack)	Uyên Linh	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2018-12-10	256180.0	22.0	False	True
Em Chào Tết	Em Chào Tết	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2020-01-01	188588.0	43.0	False	True
enough for you	SOUR	Olivia Rodrigo	[]	2021-05-21	202826.0	72.0	False	True
NGHE - NÓI (feat. Pjpo & Obito)	Rap Việt Season 2 - Tập 10	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-12-22	210862.0	30.0	False	True
Close to You	When the Stars Gossip OST Part.3	Jin	['k-pop']	2025-01-26	228146.0	78.0	False	True
"We Don't Talk About Bruno - From ""Encanto""/Soundtrack Version"	Disney Summer Songs , Vol. 2	Carolina Gaitán - La Gaita	[]	2023-09-25	216120.0	29.0	False	True
Intro		Hoàng Thùy Linh						
WHISTLE - KR Ver.		BLACKPINK						
Guilty as Sin?	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	254365.0	72.0	False	True
La Vie en Rose	COLOR*IZ	IZ*ONE	['k-pop']	2018-10-29	218993.0	60.0	False	True
People Pt.2 (feat. IU)	D-DAY	Agust D	['k-pop', 'k-rap']	2023-04-21	213995.0	62.0	False	True
This Time	Travelling Ways: The HTD Anthology	Caravan	['progressive rock', 'symphonic rock', 'art rock', 'psychedelic rock', 'krautrock']	2001-01-01	317920.0	0.0	False	True
the 1	folklore	Taylor Swift	[]	2020-07-24	210251.0	70.0	True	True
HWAA	I burn	(G)I-DLE	['k-pop']	2021-01-11	197320.0	56.0	False	True
Fast Forward	GAME PLAN	JEON SOMI	['k-pop']	2023-08-07	160578.0	52.0	False	True
Can't Control Myself	INVU - The 3rd Album	TAEYEON	['k-pop', 'k-ballad']	2022-02-14	181600.0	45.0	False	True
I Like It	Invasion of Privacy	Cardi B	[]	2018-04-06	253390.0	72.0	True	True
Mấy Khi	Gieo	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2022-11-25	177050.0	41.0	False	True
Butter (Hotter Remix)	Butter (Hotter, Sweeter, Cooler)	BTS	['k-pop']	2021-06-04	166962.0	40.0	False	True
Life Is Good (feat. Drake)	Life Is Good (feat. Drake)	Future	['rap']	2020-01-10	237735.0	68.0	True	True
Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”)	Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”)	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2017-01-16	316866.0	51.0	False	True
Butter (Hotter Remix)	Butter (Hotter, Sweeter, Cooler)	BTS	['k-pop']	2021-06-04	166962.0	40.0	False	True
Wake Me Up	True	Avicii	['edm']	2013-01-01	247426.0	82.0	False	True
Enjoy Cái Moment Này (feat. Tez, Anh Tú & Vũ Thảo My)	Rap Việt Mùa 3 (2023) - Tập 12	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-13	240000.0	27.0	False	True
Tình Yêu Buông Tha Cho Chúng Ta	Tình Yêu Buông Tha Cho Chúng Ta	Trungg I.U	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2025-01-02	261492.0	48.0	False	True
"""Slut!"" (Taylor's Version) (From The Vault)"	1989 (Taylor's Version)	Taylor Swift	[]	2023-10-26	180381.0	71.0	False	True
Mastermind	Midnights	Taylor Swift	[]	2022-10-21	191039.0	66.0	False	True
Phố Đã Lên Đèn - Cukak Remix		Huyền Tâm Môn						
Psycho (feat. Ty Dolla $ign)	beerbongs & bentleys	Post Malone	[]	2018-04-27	221440.0	70.0	True	True
KHÔNG PHẢI TẠI NÓ (feat. Mai Ngô)	Rap Việt Season 2 - Tập 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-10-18	164210.0	27.0	False	True
Chưa Quên Người Yêu Cũ - Live Version	Chưa Quên Người Yêu Cũ (Live Version)	Hà Nhi	['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']	2022-06-02	336000.0	27.0	False	True
Life Goes On	BE	BTS	['k-pop']	2020-11-20	207481.0	71.0	False	True
Overpass Graffiti	=	Ed Sheeran	['soft pop']	2021-10-25	236906.0	62.0	False	True
Rescue Me	Human (Deluxe)	OneRepublic	['soft pop']	2021-08-27	159650.0	65.0	False	True
Lo Xa	Lo Xa	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2020-12-18	167148.0	26.0	False	True
Four Seasons	Four Seasons	TAEYEON	['k-pop', 'k-ballad']	2019-03-24	188237.0	47.0	False	True
Bận Lòng	Bận Lòng	Pay	['v-pop', 'vietnam indie']	2022-10-03	202500.0	45.0	False	True
Đánh Đố (feat. Thanh Lam & Tùng Dương)	LINK	Hoàng Thùy Linh	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2022-08-11	268235.0	22.0	False	True
The River	The River	Axel Johansson	[]	2017-11-17	212210.0	45.0	False	True
Slide Away	SHE IS COMING	Miley Cyrus	[]	2019-05-31	233654.0	62.0	False	True
Who’s Afraid of Little Old Me?	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	334084.0	70.0	False	True
Heading Home	Heading Home	Alan Walker	[]	2020-04-01	184889.0	47.0	False	True
Cypher Nhà Làm	Cypher Nhà Làm	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-05-04	238152.0	38.0	True	True
Happy New Year	Super Trouper	ABBA	[]	1980	263693.0	54.0	False	True
Dung co mo	Dung co mo	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-12-14	216303.0	13.0	False	True
Cậu Ấm, Cô Chén (feat. Quang Anh Rhyder & dubbie)	Rap Việt Mùa 3 (2023) - Tập 7	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-07-09	201600.0	32.0	False	True
Born To Be Yours	Born To Be Yours	Kygo	['tropical house']	2018-06-15	193320.0	64.0	False	True
906090	906090	Tóc Tiên	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese bolero']	2022-10-19	208767.0	21.0	False	True
Thị Mầu	Thị Mầu	Hoà Minzy	['v-pop', 'vinahouse']	2023-03-05	205397.0	33.0	False	True
Get Money	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	162000.0	48.0	True	True
Chỉ Cần Có Nhau	Chỉ Cần Có Nhau	Vũ Cát Tường	['v-pop', 'vietnam indie']	2024-09-19	214387.0	49.0	False	True
Mượn Rượu Tỏ Tình	King Of Rap Tập 10	King Of Rap	['vietnamese hip hop', 'v-pop', 'vinahouse', 'thai pop']	2020-10-18	254629.0	40.0	False	True
Pied Piper	Love Yourself 承 'Her'	BTS	['k-pop']	2017-09-18	245620.0	66.0	False	True
Paradise	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	211223.0	58.0	False	True
Know me	Know me	GEMINI	['k-rap']	2021-02-06	214613.0	51.0	False	True
FIESTA	BLOOM*IZ	IZ*ONE	['k-pop']	2020-02-17	217760.0	57.0	False	True
Cô Gái M52	Cô Gái M52	HuyR	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop', 'vinahouse']	2018-06-01	211147.0	40.0	False	True
DICE	ENTWURF	NMIXX	['k-pop']	2022-09-19	165746.0	62.0	False	True
Permission to Dance (R&B Remix)	Permission to Dance	BTS	['k-pop']	2021-07-23	216156.0	42.0	False	True
Hãy Trao Cho Anh - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	253033.0	25.0	False	True
Lạc	Lạc	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2021-10-22	237531.0	30.0	False	True
Gửi Người Yêu Cũ	Gửi Người Yêu Cũ	Hồ Ngọc Hà	['v-pop', 'vinahouse']	2017-01-18	282541.0	22.0	False	True
my tears ricochet	folklore	Taylor Swift	[]	2020-07-24	255893.0	76.0	False	True
Rockstar - Extended	Rockstar	LISA	['k-pop']	2024-06-27	164782.0	60.0	True	True
champagne problems	evermore	Taylor Swift	[]	2020-12-11	244000.0	71.0	True	True
loml	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	277156.0	70.0	True	True
Fresh Out The Slammer	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	210789.0	67.0	False	True
Saint-Tropez	Hollywood's Bleeding	Post Malone	[]	2019-09-06	150866.0	61.0	True	True
Kỳ Vọng Sai Lầm	Kỳ Vọng Sai Lầm	Tăng Phúc	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2022-09-26	221558.0	33.0	False	True
Without You (feat. Sandro Cavazza)	AVĪCI (01)	Avicii	['edm']	2017-08-10	181672.0	78.0	True	True
ICY	IT'z ICY	ITZY	['k-pop']	2019-07-29	191142.0	54.0	False	True
Blueming	Love poem	IU	['k-pop', 'k-ballad']	2019-11-18	217053.0	59.0	False	True
Cry For Me	Hurry Up Tomorrow	The Weeknd	[]	2025-01-31	224136.0	87.0	True	True
EVERYDAY	EVERYD4Y	WINNER	['k-pop']	2018-04-04	206350.0	45.0	False	True
